172.266,0.0217218
0,0.0602628
0,0.017784
3617.58,0.832701
3617.58,2.02533
4306.64,2.19783
4651.17,1.48832
4306.64,1.61774
4823.44,1.42947
6718.36,0.801356
5340.23,0.603276
6546.09,0.202257
6201.56,0.137297
4823.44,0.0593906
4306.64,0.0625161
0,0.10303
0,0.0725681
8957.81,0.0403781
4823.44,0.0893528
4306.64,0.0879588
4651.17,0.10738
516.797,0.258977
516.797,0.235831
172.266,0.84769
516.797,1.75492
344.531,0.878114
344.531,0.305888
172.266,0.083703
0,0.0567323
0,0.0252185
0,0.0370128
0,0.0530402
0,0.0355059
0,0.0759291
0,0.0622753
172.266,0.00878525
0,0.0223394
0,0.0307911
0,0.0207479
172.266,0.0313125
0,0.486183
0,0.448988
1205.86,0.354706
3617.58,0.502991
3100.78,0.771314
1033.59,0.571144
1205.86,0.69481
3617.58,1.05463
3617.58,1.13346
861.328,0.529521
1205.86,0.53219
1033.59,0.835812
172.266,0.92751
1033.59,2.45033
1205.86,2.48931
1205.86,2.84753
1033.59,2.74365
1205.86,1.5128
861.328,2.15621
1033.59,2.51102
1205.86,1.72162
861.328,1.83889
861.328,2.75946
861.328,2.17623
1033.59,1.25182
516.797,0.724887
516.797,1.11323
861.328,1.35516
1033.59,1.67853
1033.59,1.34053
1033.59,1.15005
1033.59,0.870699
1033.59,0.61578
1033.59,0.497492
861.328,0.694178
1033.59,0.630969
1033.59,1.17608
861.328,0.358371
1205.86,0.456326
1033.59,0.170254
1033.59,0.178157
1205.86,0.627786
1205.86,0.175138
1033.59,0.128286
172.266,0.111923
1205.86,1.41087
689.062,0.199086
1033.59,0.0611974
1550.39,0.048494
1205.86,0.101409
0,0.0488273
0,0.0920676
1378.12,0.031521
172.266,0.0148779
0,0.0559439
172.266,0.0100427
0,0.0388582
4995.7,0.00557444
172.266,0.0102868
0,0.025686
172.266,0.0153498
0,0.0173296
0,0.0411719
0,0.0704071
1722.66,0.942847
1894.92,0.388331
4651.17,0.277555
1722.66,0.0915724
4306.64,0.136945
4651.17,0.18137
2583.98,0.0749002
1550.39,0.161908
1378.12,0.231364
0,0.148481
516.797,0.154871
2411.72,0.0770952
3617.58,0.0914391
0,0.0858093
516.797,0.0492714
0,0.0338524
0,0.0635428
2411.72,0.0457092
344.531,0.0310753
344.531,0.0257131
344.531,0.0239143
2411.72,0.0394725
2411.72,0.041012
0,0.0255058
2411.72,0.0400228
0,0.0331211
2411.72,0.0493476
344.531,0.0239255
344.531,0.0296245
2411.72,0.0187994
0,0.0282788
0,0.104726
0,0.0801751
